boende;0 0 0 0 0 0 1 0 0 0
ackompanjemang;0 1 0 0 1 0 1 0 0 1
utföra;0 0 0 0 1 0 1 0 0 0
skicklig;0 0 0 0 1 0 1 0 0 0
prestation;0 0 0 0 0 0 1 0 0 0
bevilja;0 0 0 0 0 0 1 0 0 1
konto;0 0 0 0 0 0 0 0 0 1
ansvarighet;0 0 0 0 0 0 1 0 0 1
ansvarig;0 0 0 0 0 0 1 0 0 1
revisor;0 0 0 0 0 0 0 0 0 1
konton;0 0 0 0 0 0 0 0 0 1
ackrediterad;0 0 0 0 0 0 1 0 0 1
accueil;0 0 0 0 0 0 1 0 0 0
exakt;0 0 0 0 0 0 1 0 0 1
förbannad;1 0 0 1 0 1 0 1 0 0
anklagelse;1 0 1 0 0 1 0 0 0 0
ackusativ;0 0 0 0 0 1 0 0 0 0
den anklagade;1 0 0 1 0 1 0 0 0 0
åklagare;1 0 0 1 0 1 0 0 0 0
anklagande;1 0 0 1 0 1 0 0 0 0
ess;0 0 0 0 0 0 1 0 0 0
värk;0 0 0 0 0 1 0 1 0 0
uppnå;0 0 0 0 1 0 1 0 0 1
prestation;0 1 0 0 1 0 1 0 0 1
värkande;0 0 0 0 0 1 0 1 0 0
syra;0 0 0 0 0 1 0 0 0 0
bekräftelse;0 0 0 0 0 0 1 0 0 0
tillägna sig;0 0 0 0 0 0 1 0 0 0
förvärva;0 1 0 0 0 0 1 0 0 0
akrobat;0 0 0 1 1 0 1 0 0 1
handling;0 0 0 0 0 0 1 0 0 0
handlingsbar;1 0 1 0 0 1 0 0 0 0
faktisk;0 0 0 0 0 0 1 0 0 0
skärpa;0 0 0 0 0 0 1 0 0 0
skarpsinnighet;0 0 0 0 0 0 1 0 0 0
anpassa;0 0 0 0 0 0 1 0 0 0
anpassbar;0 0 0 0 0 0 1 0 0 0
huggorm;1 0 1 1 0 1 0 1 0 0
missbruk;0 0 0 0 0 1 0 0 0 0
adresser;0 1 0 0 0 0 1 0 0 0
skicklig;0 0 0 0 0 0 1 0 0 0
lämplighet;0 0 0 0 0 0 1 0 0 0
vidhäftande;0 0 0 0 0 0 0 0 0 1
fett;0 0 0 0 0 1 0 0 0 0
döma;0 0 0 1 0 1 0 0 0 0
tillägg;0 0 0 0 0 0 1 0 0 0
administrativ;0 0 0 0 0 0 0 0 0 1
beundransvärd;0 0 0 0 1 0 1 0 0 1
amiral;0 0 0 0 0 0 1 0 0 1
beundran;0 0 0 0 1 0 1 0 0 1
beundra;0 0 0 0 0 0 1 0 0 1
beundrare;0 0 0 0 0 0 1 0 0 0
tillåtlig;0 0 0 0 0 0 1 0 0 1
förmaning;0 0 0 1 0 1 0 0 0 0
förtjusande;0 0 0 0 1 0 1 0 0 0
tillbedjan;0 0 0 0 1 0 1 0 0 1
älska;0 1 0 0 1 0 1 0 0 1
på drift;0 1 0 1 0 1 0 1 0 0
förfalskad;0 0 0 0 0 1 0 0 0 0
otrohet;0 0 1 0 0 1 0 1 0 0
förskott;0 1 0 1 1 0 1 0 1 0
Avancerad;0 0 0 0 0 0 1 0 0 0
befordran;0 0 0 0 0 0 1 0 0 0
fördel;0 0 0 0 0 0 1 0 0 0
fördelaktig;0 0 0 0 0 0 1 0 0 0
första advent;0 1 0 0 1 0 1 0 0 1
äventyr;0 1 0 0 0 0 1 0 0 0
äventyrlig;0 0 0 0 0 0 1 0 0 0
motståndare;1 0 0 0 0 1 0 0 0 0
ogynnsam;1 0 1 1 0 1 0 1 0 0
motgång;1 0 0 1 0 1 0 1 0 0
råd;0 0 0 0 0 0 0 0 0 1
rekommenderas;0 0 0 0 0 0 1 0 0 1
ge råd;0 0 0 0 0 0 1 0 0 1
rekommenderas;0 0 0 0 0 0 0 0 0 1
rådgivare;0 0 0 0 0 0 1 0 0 1
försvar;1 1 0 0 1 0 1 0 0 1
förespråkare;0 0 0 0 0 0 0 0 0 1
estetisk;0 0 0 0 0 0 1 0 0 0
estetik;0 0 0 0 1 0 1 0 0 0
förbindlig;0 0 0 0 0 0 1 0 0 0
tillgivenhet;0 0 0 0 1 0 1 0 0 1
ansluten;0 0 0 0 0 0 1 0 0 0
bekräfta;0 0 0 0 0 0 1 0 0 1
bekräftelse;0 0 0 0 0 0 1 0 0 0
korrekt;0 0 0 0 0 0 1 0 0 0
bekräftande;0 0 0 0 0 0 1 0 0 1
plåga;0 0 0 1 0 1 0 1 0 0
drabbade;0 0 0 0 0 1 0 0 0 0
lidande;0 0 1 1 0 1 0 1 0 0
välstånd;0 0 0 0 1 0 1 0 0 0
förmögen;0 0 0 0 0 0 1 0 0 0
råd;0 0 0 0 0 0 1 0 0 0
skymf;1 0 1 1 0 1 0 1 1 0
rädd;0 0 0 1 0 1 0 0 0 0
verkningarna;1 0 1 1 0 1 0 1 0 0
eftersmak;0 0 0 0 0 1 0 0 0 0
aga;0 0 0 1 0 0 1 0 0 1
förvärrad;1 0 0 0 0 1 0 0 0 0
försvårande;1 0 0 0 0 1 0 1 0 0
förvärrande;1 0 1 0 0 1 0 0 0 0
aggression;1 0 0 1 0 1 0 0 0 0
aggressiv;1 0 0 1 0 1 0 0 0 0
angripare;1 0 0 1 0 1 0 0 0 0
bestört;0 0 1 1 0 1 0 0 1 0
vig;0 0 0 0 0 0 1 0 0 0
rörlighet;0 0 0 0 0 0 1 0 0 0
upprörd;1 0 0 0 0 1 0 0 0 0
agitation;1 0 0 0 0 1 0 0 0 0
plågsam;0 0 0 1 0 1 0 0 0 0
vånda;1 0 0 1 0 1 0 1 0 0
hålla med;0 0 0 0 0 0 1 0 0 0
angenäm;0 0 0 0 0 0 1 0 0 1
gick med på;0 0 0 0 0 0 1 0 0 1
håller med;0 0 0 0 0 0 1 0 0 1
avtal;0 0 0 0 0 0 1 0 0 1
lantbruk;0 0 0 0 0 0 1 0 0 0
på grund;0 0 0 0 0 1 0 0 0 0
ett huvud;0 0 0 0 0 0 1 0 0 0
hjälpa;0 0 0 0 0 0 1 0 0 0
hjälp;0 0 0 0 0 0 1 0 0 0
ail;0 0 0 0 0 1 0 1 0 0
sjuklig;0 0 0 1 0 1 0 1 0 0
utan mål;0 0 0 0 0 1 0 0 0 0
flygplats;0 1 0 0 0 0 0 0 0 0
förnäm min;0 0 1 0 0 1 0 0 0 0
besläktad;0 0 0 0 0 0 0 0 0 1
alabaster;0 0 0 0 0 0 1 0 0 0
larm;0 0 0 1 0 1 0 0 1 0
oroväckande;0 0 0 1 0 1 0 0 1 0
alba;0 0 0 0 0 0 0 0 0 1
alkoholism;1 0 1 1 0 1 0 1 0 0
vakenhet;0 1 0 1 0 0 1 0 1 0
varningar;0 1 0 1 0 0 0 0 1 0
utomjording;0 0 1 1 0 1 0 0 0 0
fjärma;1 0 1 0 0 1 0 0 0 0
alienerad;0 0 0 0 0 1 0 1 0 0
alienation;1 0 1 1 0 1 0 1 0 0
alimentation;0 0 0 0 0 0 1 0 0 0
underhållsbidrag;0 0 0 0 0 1 0 0 0 0
Levande;0 1 0 0 1 0 1 0 0 1
lugna;0 0 0 0 0 0 1 0 0 0
påstående;1 0 0 0 0 1 0 0 0 0
påstå;0 0 0 0 0 1 0 0 0 0
trohet;0 0 0 0 0 0 1 0 0 1
allegro;0 0 0 0 0 0 1 0 0 0
lindra;0 0 0 0 0 0 1 0 0 0
lindring;0 0 0 0 0 0 1 0 0 0
allians;0 0 0 0 0 0 0 0 0 1
allierad;0 0 0 0 0 0 1 0 0 1
tillåten;0 0 0 0 0 0 1 0 0 0
locka;0 1 0 0 1 0 1 0 1 0
lockande;0 0 0 0 0 0 1 0 0 0
alliera;0 0 0 0 0 0 1 0 0 1
allsmäktig;0 0 0 0 0 0 1 0 0 0
aloha;0 1 0 0 1 0 1 0 0 0
på avstånd;0 0 0 0 0 1 0 0 0 0
gräl;1 0 0 0 0 1 0 0 0 0
förvåna;0 0 0 0 0 0 0 0 1 0
otroligt;0 0 0 0 1 0 1 0 1 0
ambassadör;0 0 0 0 0 0 1 0 0 1
tvetydig;0 0 0 0 0 1 0 0 0 0
ambition;0 1 0 0 1 0 1 0 0 1
ambulans;0 0 0 1 0 0 0 0 0 1
bakhåll;1 0 0 1 0 1 0 0 1 0
förbättra;0 0 0 0 0 0 1 0 0 0
amen;0 0 0 0 1 0 1 0 0 1
mottaglig;0 0 0 0 0 0 1 0 0 0
ändra;0 0 0 0 0 0 1 0 0 0
gottgörelse;0 0 0 0 0 0 1 0 0 0
bekvämligheter;0 0 0 0 0 0 1 0 0 0
älskvärd;0 0 0 0 0 0 1 0 0 0
vänskaplig;0 0 0 0 1 0 1 0 0 0
ammoniak;0 0 1 0 0 0 0 0 0 0
amnesi;0 0 0 0 0 1 0 0 0 0
amnesti;0 0 0 0 1 0 1 0 0 0
amortering;0 0 0 0 0 0 0 0 0 1
amour;0 1 0 0 1 0 1 0 0 1
amfetamin;0 0 1 0 0 1 0 0 0 0
roa;0 0 0 0 1 0 1 0 0 0
roade;0 0 0 0 1 0 1 0 0 0
nöje;0 0 0 0 1 0 1 0 0 0
rolig;0 0 0 0 1 0 1 0 0 0
anakonda;0 0 1 1 0 1 0 0 0 0
anal;0 0 0 0 0 1 0 0 0 0
analytiker;0 1 0 0 0 0 1 0 0 1
anarkism;1 0 0 1 0 1 0 0 0 0
anarkist;1 0 0 1 0 1 0 0 0 0
anarki;1 0 0 1 0 1 0 0 0 0
förbannelse;1 0 1 1 0 1 0 1 0 0
förfäder;0 0 0 0 0 0 0 0 0 1
ankare;0 0 0 0 0 0 1 0 0 0
ankring;0 0 0 0 0 0 1 1 0 0
gammal;0 0 0 0 0 1 0 0 0 0
ängel;0 1 0 0 1 0 1 0 1 1
änglalik;0 0 0 0 1 0 1 0 0 1
ilska;1 0 0 0 0 1 0 0 0 0
angina;0 0 0 1 0 1 0 0 0 0
mete;0 1 0 0 0 1 0 0 0 0
arg;1 0 1 0 0 1 0 0 0 0
ångest;1 0 0 1 0 1 0 1 0 0
animera;0 0 0 0 0 0 1 0 0 0
animerad;0 0 0 0 1 0 1 0 0 0
fientlighet;1 0 1 1 0 1 0 1 0 0
animus;1 0 0 0 0 1 0 0 0 0
förinta;1 0 0 1 0 1 0 0 0 0
förintad;1 0 0 1 0 1 0 1 0 0
förintelse;1 0 0 1 0 1 0 1 0 0
meddelande;0 1 0 0 0 0 0 0 0 0
irritera;1 0 1 0 0 1 0 0 0 0
irritation;1 0 1 0 0 1 0 0 0 0
irriterande;1 0 0 0 0 1 0 0 0 0
upphäva;0 0 0 0 0 1 0 0 0 0
ogiltigförklaring;0 0 0 0 0 1 0 1 0 0
anomali;0 0 0 1 0 1 0 0 1 0
anonym;0 0 0 0 0 1 0 0 0 0
ansvarig;0 0 0 0 0 0 0 0 0 1
antagonism;1 0 0 0 0 1 0 0 0 0
antagonist;1 0 0 0 0 1 0 0 0 0
antagonistisk;1 0 1 0 0 1 0 0 0 0
mjältbrand;0 0 1 1 0 1 0 1 0 0
antibiotika;0 0 0 0 0 0 1 0 0 0
antikrist;1 0 1 1 0 1 0 0 0 0
förväntan;0 1 0 0 0 0 0 0 0 0
anteciperande;0 1 0 0 0 0 0 0 0 0
motgift;0 1 0 0 0 0 1 0 0 1
svampdödande;0 0 0 0 0 0 1 0 0 1
antipati;1 0 1 0 0 1 0 0 0 0
föråldrad;0 0 0 0 0 1 0 0 0 0
antik;0 0 0 0 0 0 1 0 0 0
antiseptisk;0 0 0 0 0 0 1 0 0 1
asocial;1 0 1 1 0 1 0 1 0 0
antites;1 0 0 0 0 1 0 0 0 0
ångest;1 1 0 1 0 1 0 1 0 0
angelägen;0 1 0 1 0 1 0 0 0 0
apache;0 0 0 1 0 1 0 0 0 0
apatisk;0 0 0 0 0 1 0 1 0 0
apati;0 0 0 0 0 1 0 1 0 0
bladlus;0 0 1 0 0 1 0 0 0 0
aplomb;0 0 0 0 0 0 1 0 0 0
ursäktande;0 0 0 0 0 0 1 0 0 1
be om ursäkt;0 0 0 0 0 0 1 1 0 1
ursäkt;0 0 0 0 0 0 1 0 0 0
apostel;0 0 0 0 0 0 1 0 0 1
apostolisk;0 0 0 0 0 0 0 0 0 1
skrämmande;0 0 1 1 0 1 0 0 0 0
uppenbarelse;0 0 0 1 0 0 0 0 1 0
överklagande;0 1 0 0 0 0 0 0 0 0
appendicit;0 0 0 1 0 1 0 1 0 0
applåder;0 0 0 0 1 0 1 0 1 1
sökande;0 1 0 0 0 0 0 0 0 0
uppskattning;0 0 0 0 1 0 1 0 0 1
gripa;0 0 0 1 0 0 0 0 0 0
uppfattning;0 0 0 1 0 1 0 0 0 0
orolig;0 1 0 1 0 1 0 0 0 0
lärling;0 0 0 0 0 0 0 0 0 1
närmar sig;0 1 0 0 0 0 0 0 0 0
bifall;0 0 0 0 0 0 1 0 0 1
anslag;0 0 0 0 0 1 0 0 0 0
godkännande;0 0 0 0 0 0 1 0 0 0
godkänna;0 0 0 0 1 0 1 0 0 1
godkänner;0 0 0 0 0 0 1 0 0 0
benägen;0 0 0 0 0 0 1 0 0 0
fallenhet;0 0 0 0 0 0 1 0 0 0
skiljedomare;0 0 0 0 0 0 0 0 0 1
skiljedom;0 1 0 0 0 0 0 0 0 0
medlare;0 0 0 0 0 0 0 0 0 1
arkeologi;0 1 0 0 0 0 1 0 0 0
arkaisk;0 0 0 0 0 1 0 0 0 0
arkitektur;0 0 0 0 0 0 0 0 0 1
ivrig;0 1 0 0 1 0 1 0 0 0
glöd;0 0 0 0 0 0 1 0 0 0
mödosam;0 0 0 0 0 1 0 0 0 0
argumentera;1 0 0 0 0 1 0 0 0 0
argument;1 0 0 0 0 1 0 0 0 0
argumentation;1 0 0 0 0 0 0 0 0 0
argumenterande;0 0 0 0 0 1 0 0 0 0
argument;1 0 0 0 0 0 0 0 0 0
torr;0 0 0 0 0 1 0 1 0 0
aristokrati;0 0 0 0 0 0 1 0 0 0
aristokratisk;0 0 0 0 0 0 1 0 0 0
beväpning;1 0 0 1 0 0 0 0 0 0
beväpning;0 0 0 1 0 1 0 0 0 0
väpnad;1 0 0 1 0 1 1 0 0 0
rustning;0 0 0 1 0 0 1 0 0 1
armerad;0 0 0 1 0 0 0 0 0 0
arsenal;0 0 0 0 0 0 0 0 0 1
arom;0 0 0 0 0 0 1 0 0 0
väcka;0 1 0 0 0 0 1 0 0 0
arraignment;1 0 0 1 0 1 0 1 0 0
array;0 0 0 0 0 0 1 0 0 0
efterskott;0 0 0 0 0 1 0 0 0 0
gripa;0 0 0 0 0 1 0 0 0 0
ankomst;0 1 0 0 0 0 0 0 0 0
anlända;0 1 0 0 0 0 0 0 0 0
arrogans;0 0 0 0 0 1 0 0 0 0
arrogant;1 0 1 0 0 1 0 0 0 0
arsenik;0 0 1 1 0 1 0 1 0 0
mordbrand;1 0 0 1 0 1 0 0 0 0
konst;0 1 0 0 1 0 1 1 1 0
artikulera;0 0 0 0 0 0 1 0 0 0
artikulation;0 0 0 0 0 0 1 0 0 0
artilleri;0 0 0 1 0 1 0 0 0 0
hantverkare;0 0 0 0 0 0 1 0 0 0
artist;0 0 0 0 0 0 1 0 0 0
konstnärlig;0 0 0 0 0 0 1 0 0 0
dominans;0 0 0 0 0 0 1 0 0 0
uppstigning;0 0 0 0 0 0 1 0 0 0
aska;0 0 0 0 0 1 0 0 0 0
skamsen;0 0 1 0 0 1 0 1 0 0
aska;0 0 0 0 0 1 0 1 0 0
asp;0 0 0 1 0 0 0 0 0 0
strävan;0 1 0 0 1 0 1 0 1 1
sträva;0 1 0 0 1 0 1 0 0 0
blivande;0 1 0 0 1 0 1 0 0 1
röv;0 0 0 0 0 1 0 0 0 0
angripa;1 0 0 1 0 1 0 0 1 0
angripare;1 0 0 1 0 1 0 1 0 0
mördare;1 0 0 1 0 1 0 1 0 0
mörda;1 0 0 1 0 1 0 0 0 0
lönnmord;1 0 0 1 0 1 0 1 0 0
överfall;1 0 0 1 0 1 0 0 0 0
hopsättning;0 0 0 0 0 0 1 0 0 1
samtycke;0 0 0 0 0 0 1 0 0 0
hävdar;0 0 0 0 0 0 1 0 0 1
bedömning;0 0 0 0 0 0 0 0 1 1
assessor;0 0 0 0 0 0 0 0 0 1
tillgångar;0 0 0 0 0 0 1 0 0 0
idiot;1 0 1 0 0 1 0 0 0 0
mottagare;0 0 0 0 0 0 0 0 0 1
hjälpa;0 0 0 0 0 0 1 0 0 1
bistånd;0 0 0 0 0 0 1 0 0 0
associera;0 0 0 0 0 0 1 0 0 1
förening;0 0 0 0 0 0 0 0 0 1
mildra;0 0 0 0 0 0 1 0 0 0
försäkran;0 0 0 0 0 0 1 0 0 1
försäkra;0 0 0 0 0 0 0 0 0 1
säker;0 0 0 0 0 0 1 0 0 1
säkert;0 0 0 0 0 0 0 0 0 1
förvånande;0 0 0 0 0 0 1 0 1 0
förvåning;0 0 0 0 1 0 1 0 1 0
vilse;0 0 0 1 0 1 0 0 0 0
sammandragande;0 0 0 0 0 1 0 0 0 0
astrolog;0 1 0 0 0 0 1 0 0 0
astronaut;0 0 0 0 0 0 1 0 0 0
astronom;0 1 0 0 0 0 1 0 0 0
skarpsinnig;0 0 0 0 0 0 1 0 0 0
asyl;0 0 0 1 0 1 0 0 0 0
asymmetri;0 0 1 0 0 0 0 0 0 0
ateism;0 0 0 0 0 1 0 0 0 0
åderförkalkning;0 0 0 1 0 1 0 1 0 0
idrottare;0 0 0 0 0 0 1 0 0 0
atletisk;0 0 0 0 0 0 1 0 0 0
atom;0 0 0 0 0 0 1 0 0 0
sona;0 1 0 0 1 0 1 0 0 1
försoning;0 0 0 0 0 0 1 0 0 0
grymt;1 0 1 0 0 1 0 0 0 0
illdåd;1 0 1 1 0 1 0 1 0 0
atrofi;0 0 1 1 0 1 0 1 0 0
anknytning;0 0 0 0 0 0 1 0 0 0
ge sig på;1 0 0 1 0 1 0 0 0 0
attackerar;1 0 1 1 0 1 0 1 1 0
uppnåelig;0 1 0 0 0 0 1 0 0 0
uppnåelse;0 0 0 0 0 0 1 0 0 0
försök;0 1 0 0 0 0 0 0 0 0
närvaro;0 1 0 0 0 0 0 0 0 0
skötare;0 0 0 0 0 0 1 0 0 1
uppmärksamhet;0 0 0 0 0 0 1 0 0 0
uppmärksam;0 0 0 0 0 0 1 0 0 1
försvagad;0 0 0 0 0 1 0 0 0 0
försvagning;0 0 0 0 0 1 0 1 0 0
intyga;0 0 0 0 0 0 1 0 0 1
intyg;0 0 0 0 0 0 0 0 0 1
advokat;1 0 0 1 0 0 1 0 0 1
attraktion;0 0 0 0 0 0 1 0 0 0
attraktivitet;0 0 0 0 0 0 1 0 0 0
auktion;0 1 0 0 0 0 0 0 0 0
djärvhet;0 0 0 0 0 1 0 0 0 0
publik;0 1 0 0 0 0 0 0 0 0
revisor;0 0 0 1 0 0 0 0 0 1
förstärka;0 0 0 0 0 0 1 0 0 0
augusti;0 0 0 0 0 0 1 0 0 0
moster;0 0 0 0 0 0 1 0 0 1
aura;0 0 0 0 0 0 1 0 0 0
gynnsam;0 1 0 0 1 0 1 0 0 0
stram;0 0 0 1 0 1 0 1 0 0
åtstramning;0 0 0 0 0 1 0 0 0 0
äkta;0 0 0 0 1 0 1 0 0 1
autentisera;0 0 0 0 0 0 0 0 0 1
autentisering;0 0 0 0 0 0 0 0 0 1
äkthet;0 0 0 0 0 0 1 0 0 1
författare;0 0 0 0 0 0 1 0 0 1
auktoritativ;0 0 0 0 0 0 1 0 0 1
auktoritet;0 0 0 0 0 0 1 0 0 1
tillstånd;0 0 0 0 0 0 1 0 0 1
godkänna;0 0 0 0 0 0 0 0 0 1
auktoriserad;0 0 0 0 0 0 1 0 0 0
enväldig;0 0 0 0 0 1 0 0 0 0
automatisk;0 0 0 0 0 0 0 0 0 1
obduktion;0 0 1 1 0 1 0 1 0 0
lavin;0 0 0 1 0 1 0 1 1 0
girighet;1 0 1 0 0 1 0 0 0 0
avatar;0 0 0 0 0 0 1 0 0 0
hämnare;1 0 0 0 0 1 0 0 0 0
motvillig;1 0 1 1 0 1 0 0 0 0
motvilja;1 0 1 1 0 1 0 0 0 0
undvika;0 0 0 1 0 1 0 0 0 0
undvikande;0 0 0 1 0 1 0 0 0 0
undviker;0 0 0 1 0 0 0 0 0 0
vänta;0 1 0 0 0 0 0 0 0 0
tilldela;0 1 0 0 1 0 1 0 1 1
förfärlig;1 0 1 1 0 1 0 1 0 0
pinsamhet;0 0 1 0 0 1 0 0 0 0
på sned;0 0 0 0 0 1 0 0 0 0
axiom;0 0 0 0 0 0 0 0 0 1
axiomatisk;0 0 0 0 0 0 0 0 0 1
ay;0 0 0 0 0 0 1 0 0 0
aye;0 0 0 0 0 0 1 0 0 0
babbel;0 0 0 0 0 1 0 0 0 0
pladdra;0 0 0 0 0 1 0 0 0 0
babian;0 0 1 0 0 1 0 0 0 0
bebis;0 0 0 0 1 0 1 0 0 0
barnvakt;0 0 0 0 0 0 0 0 0 1
studenter;0 0 0 0 0 0 1 0 0 0
ryggrad;1 0 0 0 0 0 1 0 0 1
hjälpare;0 0 0 0 0 0 0 0 0 1
bakåt;0 0 0 0 0 1 0 0 0 0
bakåt;0 0 1 0 0 1 0 0 0 0
bakvatten;0 0 0 0 0 1 0 1 0 0
bakterie;0 0 1 1 0 1 0 1 0 0
bakterie;0 0 1 1 0 1 0 0 0 0
dålig;1 0 1 1 0 1 0 1 0 0
bricka;0 0 0 0 0 0 0 0 0 1
grävling;1 0 0 0 0 1 0 0 0 0
dåligt;0 0 0 0 0 1 0 1 0 0
dålighet;1 0 1 1 0 1 0 0 0 0
fogde;0 0 0 1 0 1 0 0 0 1
bete;0 0 0 1 0 1 0 0 0 1
balans;0 0 0 0 0 0 1 0 0 0
balanserad;0 0 0 0 0 0 1 0 0 0
bal;0 0 0 1 0 1 0 0 0 0
balk;0 0 0 0 0 1 0 0 0 0
ballad;0 0 0 0 0 0 1 0 0 0
balett;0 0 0 0 0 0 1 0 0 0
valsedel;0 1 0 0 0 0 1 0 0 1
balsam;0 1 0 0 1 1 1 0 0 0
balsam;0 0 0 0 0 0 1 0 0 0
förbjuda;0 0 0 0 0 1 0 0 0 0
bandit;0 0 0 0 0 1 0 0 0 0
fördärv;1 0 1 1 0 1 0 0 0 0
smäll;1 0 1 1 0 1 0 1 1 0
skorv;1 1 0 1 0 1 0 0 1 0
förvisa;1 0 1 1 0 1 0 1 0 0
förvisad;1 0 0 1 0 1 0 1 0 0
förvisning;1 0 1 0 0 1 0 1 0 0
Bank;0 0 0 0 0 0 0 0 0 1
bankman;0 0 0 0 0 0 0 0 0 1
bankrutt;0 0 0 1 0 1 0 1 0 0
konkurs;1 0 1 1 0 1 0 1 0 0
bankett;0 1 0 0 1 0 1 0 0 0
banshee;1 0 1 1 0 1 0 1 0 0
dop;0 0 0 0 0 0 1 0 0 0
dop;0 0 0 0 1 0 1 0 0 0
hulling;1 0 0 0 0 1 0 0 0 0
barbar;0 0 0 1 0 1 0 0 0 0
barbarisk;1 0 1 1 0 1 0 0 0 0
barbari;0 0 0 0 0 1 0 0 0 0
bard;0 0 0 0 0 0 1 0 0 0
barf;0 0 1 0 0 0 0 0 0 0
förhandla;0 0 0 0 0 0 1 0 0 1
bark;1 0 0 0 0 1 0 0 0 0
spärrad;0 0 0 0 0 1 0 0 0 0
karg;0 0 0 0 0 1 0 1 0 0
barrikad;0 0 0 1 0 1 0 0 0 0
barriär;1 0 0 0 0 1 0 0 0 0
kärra;0 0 1 0 0 0 0 0 0 0
bartender;0 0 0 0 0 0 0 0 0 1
byteshandel;0 0 0 0 0 0 0 0 0 1
bas;0 0 0 0 0 0 0 0 0 1
grundlös;0 0 0 0 0 1 0 0 0 0
basketboll;0 1 0 0 1 0 1 0 0 0
bastard;0 0 1 0 0 1 0 1 0 0
bastion;1 0 0 0 0 0 1 0 0 0
bad;0 0 0 0 0 0 1 0 0 0
bataljon;1 0 0 0 0 0 0 0 0 0
smet;1 0 0 1 0 1 0 0 0 0
misshandlad;0 0 0 1 0 1 0 1 0 0
batteri;1 0 0 0 0 1 0 0 0 0
slåss;1 0 0 0 0 1 0 0 0 0
kämpade;1 0 0 1 0 1 0 1 0 0
slagfält;0 0 0 1 0 1 0 0 0 0
tråkig;0 0 0 0 0 1 0 0 0 0
bajonett;1 0 0 1 0 1 0 0 0 0
strand;0 0 0 0 1 0 0 0 0 0
stråle;0 0 0 0 1 0 1 0 0 0
strålande;0 1 0 0 1 0 1 0 0 0
Björn;1 0 0 1 0 0 0 0 0 0
bärare;0 0 0 0 0 1 0 0 0 0
baisseartat;1 0 0 1 0 0 0 0 0 0
fä;1 0 0 1 0 1 0 0 0 0
djurisk;0 0 1 1 0 1 0 0 0 0
stryk;1 0 0 1 0 1 0 1 0 0
försköning;0 0 0 0 1 0 1 0 0 1
skön;0 0 0 0 1 0 1 0 0 0
försköna;0 0 0 0 1 0 1 0 0 0
skönhet;0 0 0 0 1 0 1 0 0 0
berggrund;0 0 0 0 0 0 1 0 0 1
bi;1 0 0 1 0 0 0 0 0 0
öl;0 0 0 0 1 0 1 0 0 0
hända;0 0 0 0 0 1 0 0 0 0
passande;0 0 0 0 0 0 1 0 0 0
bli vän;0 0 0 0 1 0 1 0 0 1
tigga;0 0 0 0 0 1 0 1 0 0
tiggare;0 0 0 0 0 1 0 1 0 0
tiggeri;0 0 0 0 0 1 0 0 0 0
